matrix,target
ex19,3
cryg10000,2
hydr1c_A_50,3
delf_A_14,3
t2d_q9_A_19,3
scrs8-2r_A_04,3
chipcool1_E,2
nemeth25,4
Kuu,3
Zd_Jac3_db,3
igbt3,3
dw8192,2
t2dal_bci_E,3
t2d_q4_A_10,3
g7jac100sc,3
psse2,3
TSOPF_FS_b300_b,2
mult_dcop_02,1
deter8,3
Kaufhold,3
t2d_q4_A_39,3
rat,3
TEM27623_M,3
r05,3
t2d_q9_A_39,3
hydr1c_A_49,3
g7jac080,3
add32,2
OPF_3754,3
M80PI_n1,2
g7jac020,3
bayer05,3
m3plates,3
bloweybl,3
TSOPF_RS_b2052_c1_b,2
g7jac040,3
t2d_q9_A_44,3
spal_004,0
case9_b2_02,2
hydr1c_A_16,3
case9_b1_04,2
deter4,3
S80PI_n,2
deter1,3
delf_A_01,3
tuma1,0
delf_A_30,3
jan99jac040sc,3
large_A_34,3
scsd8-2r_A_10,3
TEM27623,3
scfxm1-2b,3
t2dal,2
c-43,3
g7jac050sc,3
LFAT5000,0
case9_b2_05,2
TSOPF_RS_b300_c1,3
large_A_05,3
scsd8-2c_A_2,3
c-52,3
large_A_15,3
scsd8-2r_A_09,3
fd18,2
chipcool0_E,2
mark3jac020,3
ABACUS_shell_hd_M,3
delf_A_32,3
bcsstk28,3
hydr1c_A_60,3
rajat13,4
bips98_1450_C,4
shermanACd,3
rat_A_3,3
bips98_1450,0
t2d_q9_A_41,3
sme3Db,3
t2d_q9_A_43,3
scsd8-2b_A_3,3
cavity19,3
t2d_q4_A_22,3
kineticBatchReactor_5,2
t2d_q9_A_09,3
t2d_q4_A_29,3
lp_cre_a,3
c-53,3
viscoplastic1_C_1,2
bcsstk15,3
t2d_q4_A_04,3
c-26,3
goodwin,3
Muu,3
case9_A_05,3
t2d_q4_A_31,3
t2d_q9_A_24,3
lhr04c,2
scsd8-2r_A_05,3
t2d_q9_A_15,3
hvdc1,3
cbuckle_G,3
Pd_b,3
flowmeter0_E,3
SiH4,3
t2d_q4_A_30,3
li,3
bodyy5,3
case9,3
delf_A_09,3
raefsky3,3
kineticBatchReactor_4,2
Pd_rhs,3
TSOPF_FS_b300_c1_b,2
scsd8-2c_A_1,2
worms20_10NN,3
nopss_11k_C,4
g7jac060sc,3
rdb5000,2
light_in_tissue_Q,2
bcsstk36,3
bips07_1998,3
t2d_q4_A_43,3
t2d_q9_A_26,3
baxter,0
ABACUS_shell_ld_M,3
dynamicSoaringProblem_4,2
bayer10,3
nemeth01,3
