matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
random_mtx_32,75839,500,500,0,r,1,0,151.678,112,181,75839,0,100,3831,72008,5.051,0,75839,0,25.367456,24.125824,29.368193,23.370687,24.021536,25.029345,24.075296,1.051465,0.863773,1.085439,1.05603,1.013509,1.053672,0,0.0000000447605,0.0000000447605,5.12454E-10,0,0,0,16.989632,1.493114,0.0000104388
random_mtx_47,89946,500,500,0,r,1,0,179.892,150,209,89946,0,100,4514,85432,5.019,0,89946,0,29.544672,31.794559,33.401215,29.548256,29.126881,30.600288,29.526144,0.929237,0.884539,0.999879,1.014344,0.965503,1.000628,0,0.0000000505991,0.0000000505991,5.62983E-10,0,0,0,26.795744,1.102588,0.0000119783
random_mtx_41,72465,500,500,0,r,1,0,144.93,118,180,72465,0,100,3550,68915,4.899,0,72465,0,21.48176,28.615232,25.08432,22.656609,21.96928,21.853792,21.991009,0.750711,0.856382,0.948145,0.977809,0.982976,0.976843,0,0.0000000458108,0.0000000458108,5.74573E-10,0,0,0,22.728992,0.945126,0.0000115046
random_mtx_45,26103,500,500,0,r,1,0,52.206,34,73,26103,0,100,1317,24786,5.045,0,26103,0,14.346688,16.971008,17.272032,16.264799,14.446816,14.3872,14.549376,0.845365,0.830631,0.88207,0.993069,0.997184,0.986069,0,0.0000000392378,0.0000000392378,4.82074E-10,0,0,0,8.872128,1.617052,0.0000100571
random_mtx_84,71571,500,500,0,r,1,0,143.142,114,171,71571,0,100,3505,68066,4.897,0,71571,0,22.844769,24.76704,25.103552,22.643265,21.977119,23.21312,21.967873,0.922386,0.910021,1.008899,1.03948,0.984132,1.039917,0,0.0000000372209,0.0000000372209,4.47858E-10,0,0,0,14.733184,1.550566,0.0000115934
random_mtx_55,31428,500,500,0,r,1,0,62.856,38,86,31428,0,100,1573,29855,5.005,0,31428,0,15.937504,18.007648,18.435583,16.968288,15.498656,15.120864,15.47584,0.885041,0.864497,0.939252,1.028315,1.054007,1.029831,0,0.0000000478054,0.0000000478054,5.01608E-10,0,0,0,9.19584,1.733121,0.00000995685
random_mtx_57,23006,500,500,0,r,1,0,46.012,29,65,23006,0,100,1183,21823,5.142,0,23006,0,13.904032,16.115328,16.500032,15.77776,14.021536,13.918848,14.147648,0.862783,0.842667,0.881242,0.99162,0.998936,0.98278,0,0.0000000425608,0.0000000425608,5.17772E-10,0,0,0,8.703488,1.597524,0.00000931694
random_mtx_1,76819,500,500,0,r,1,0,153.638,119,185,76819,0,100,3903,72916,5.081,0,76819,0,21.672607,24.105921,29.070848,22.719296,22.056576,22.04784,22.136415,0.899057,0.74551,0.95393,0.982592,0.982981,0.979048,0,0.0000000523794,0.0000000523794,5.35178E-10,0,0,0,15.28848,1.417578,0.0000110071
random_mtx_36,71097,500,500,0,r,1,0,142.194,109,169,71097,0,100,3488,67609,4.906,0,71097,0,22.860928,24.987328,25.268768,24.276896,21.874111,23.25136,21.885183,0.914901,0.904711,0.941674,1.045113,0.983208,1.044585,0,0.0000000472473,0.0000000472473,5.35472E-10,0,0,0,14.752256,1.549656,0.0000113423
random_mtx_63,35662,500,500,0,r,1,0,71.324,51,99,35662,0,100,1812,33850,5.081,0,35662,0,15.716864,19.166719,18.723425,17.33456,15.851392,15.544576,16.419905,0.820008,0.839422,0.906678,0.991513,1.011083,0.957184,0,0.000000046887,0.000000046887,5.2009E-10,0,0,0,12.8728,1.220936,0.0000102299
